model,curve,x,y,threshold
hybrid,pr,0.992593,0.436482,0.179694
hybrid,pr,0.992593,0.437908,0.180070
hybrid,pr,0.992593,0.439344,0.180667
hybrid,pr,0.992593,0.440789,0.181173
hybrid,pr,0.985185,0.438944,0.181672
hybrid,pr,0.985185,0.440397,0.182189
hybrid,pr,0.985185,0.441860,0.182279
hybrid,pr,0.985185,0.443333,0.182363
hybrid,pr,0.985185,0.444816,0.182700
hybrid,pr,0.985185,0.446309,0.182986
hybrid,pr,0.985185,0.447811,0.183351
hybrid,pr,0.985185,0.449324,0.183955
hybrid,pr,0.985185,0.450847,0.184679
hybrid,pr,0.985185,0.452381,0.184939
hybrid,pr,0.985185,0.453925,0.185173
hybrid,pr,0.985185,0.455479,0.186381
hybrid,pr,0.985185,0.457045,0.186569
hybrid,pr,0.985185,0.458621,0.186573
hybrid,pr,0.985185,0.460208,0.186615
hybrid,pr,0.985185,0.461806,0.186975
hybrid,pr,0.985185,0.463415,0.188225
hybrid,pr,0.985185,0.465035,0.188272
hybrid,pr,0.985185,0.466667,0.188944
hybrid,pr,0.985185,0.468310,0.189052
hybrid,pr,0.985185,0.469965,0.189195
hybrid,pr,0.985185,0.471631,0.189257
hybrid,pr,0.985185,0.473310,0.190439
hybrid,pr,0.985185,0.475000,0.191375
hybrid,pr,0.985185,0.476703,0.191754
hybrid,pr,0.985185,0.478417,0.191890
hybrid,pr,0.985185,0.480144,0.192096
hybrid,pr,0.985185,0.481884,0.192231
hybrid,pr,0.985185,0.483636,0.193545
hybrid,pr,0.985185,0.485401,0.194141
hybrid,pr,0.985185,0.487179,0.194914
hybrid,pr,0.985185,0.488971,0.195710
hybrid,pr,0.985185,0.490775,0.196289
hybrid,pr,0.985185,0.492593,0.196835
hybrid,pr,0.985185,0.494424,0.198345
hybrid,pr,0.985185,0.496269,0.199002
hybrid,pr,0.985185,0.498127,0.199193
hybrid,pr,0.985185,0.500000,0.199449
hybrid,pr,0.985185,0.501887,0.199511
hybrid,pr,0.985185,0.503788,0.200146
hybrid,pr,0.985185,0.505703,0.201523
hybrid,pr,0.977778,0.503817,0.203899
hybrid,pr,0.970370,0.501916,0.207080
hybrid,pr,0.962963,0.500000,0.207985
hybrid,pr,0.962963,0.501931,0.208796
hybrid,pr,0.962963,0.503876,0.209449
hybrid,pr,0.955556,0.501946,0.210018
hybrid,pr,0.955556,0.503906,0.210189
hybrid,pr,0.955556,0.505882,0.211135
hybrid,pr,0.955556,0.507874,0.212462
hybrid,pr,0.955556,0.509881,0.212766
hybrid,pr,0.955556,0.511905,0.213305
hybrid,pr,0.955556,0.513944,0.214595
hybrid,pr,0.948148,0.512000,0.214808
hybrid,pr,0.948148,0.514056,0.217092
hybrid,pr,0.948148,0.516129,0.217806
hybrid,pr,0.948148,0.518219,0.218001
hybrid,pr,0.948148,0.520325,0.218403
hybrid,pr,0.948148,0.522449,0.218702
hybrid,pr,0.948148,0.524590,0.219839
hybrid,pr,0.940741,0.522634,0.221050
hybrid,pr,0.940741,0.524793,0.222245
hybrid,pr,0.940741,0.526971,0.222553
hybrid,pr,0.940741,0.529167,0.223527
hybrid,pr,0.940741,0.531381,0.223691
hybrid,pr,0.933333,0.529412,0.225151
hybrid,pr,0.933333,0.531646,0.226664
hybrid,pr,0.933333,0.533898,0.227393
hybrid,pr,0.933333,0.536170,0.227562
hybrid,pr,0.933333,0.538462,0.229057
hybrid,pr,0.933333,0.540773,0.229612
hybrid,pr,0.933333,0.543103,0.229741
hybrid,pr,0.933333,0.545455,0.229875
hybrid,pr,0.933333,0.547826,0.231599
hybrid,pr,0.933333,0.550218,0.232756
hybrid,pr,0.933333,0.552632,0.233128
hybrid,pr,0.933333,0.555066,0.236413
hybrid,pr,0.933333,0.557522,0.236651
hybrid,pr,0.933333,0.560000,0.237191
hybrid,pr,0.933333,0.562500,0.238338
hybrid,pr,0.933333,0.565022,0.240865
hybrid,pr,0.933333,0.567568,0.242366
hybrid,pr,0.925926,0.565611,0.248869
hybrid,pr,0.925926,0.568182,0.249430
hybrid,pr,0.925926,0.570776,0.250258
hybrid,pr,0.925926,0.573394,0.253851
hybrid,pr,0.918519,0.571429,0.253890
hybrid,pr,0.918519,0.574074,0.254963
hybrid,pr,0.918519,0.576744,0.258512
hybrid,pr,0.911111,0.574766,0.261568
hybrid,pr,0.911111,0.577465,0.261635
hybrid,pr,0.911111,0.580189,0.261746
hybrid,pr,0.911111,0.582938,0.263892
hybrid,pr,0.911111,0.585714,0.265337
hybrid,pr,0.911111,0.588517,0.266002
hybrid,pr,0.903704,0.586538,0.266074
hybrid,pr,0.903704,0.589372,0.266230
hybrid,pr,0.903704,0.592233,0.266531
hybrid,pr,0.896296,0.590244,0.268949
hybrid,pr,0.888889,0.588235,0.269496
hybrid,pr,0.888889,0.591133,0.270147
hybrid,pr,0.888889,0.594059,0.270365
hybrid,pr,0.881481,0.592040,0.270941
hybrid,pr,0.874074,0.590000,0.271009
hybrid,pr,0.874074,0.592965,0.271949
hybrid,pr,0.874074,0.595960,0.272394
hybrid,pr,0.874074,0.598985,0.272884
hybrid,pr,0.874074,0.602041,0.273660
hybrid,pr,0.874074,0.605128,0.274309
hybrid,pr,0.874074,0.608247,0.274514
hybrid,pr,0.866667,0.606218,0.276992
hybrid,pr,0.866667,0.609375,0.278042
hybrid,pr,0.866667,0.612565,0.278479
hybrid,pr,0.866667,0.615789,0.278777
hybrid,pr,0.866667,0.619048,0.280703
hybrid,pr,0.866667,0.622340,0.280809
hybrid,pr,0.866667,0.625668,0.281085
hybrid,pr,0.866667,0.629032,0.281091
hybrid,pr,0.866667,0.632432,0.281585
hybrid,pr,0.866667,0.635870,0.285848
hybrid,pr,0.866667,0.639344,0.286297
hybrid,pr,0.866667,0.642857,0.286341
hybrid,pr,0.866667,0.646409,0.287370
hybrid,pr,0.859259,0.644444,0.288043
hybrid,pr,0.851852,0.642458,0.288321
hybrid,pr,0.851852,0.646067,0.288950
hybrid,pr,0.851852,0.649718,0.289267
hybrid,pr,0.851852,0.653409,0.289267
hybrid,pr,0.851852,0.657143,0.291231
hybrid,pr,0.851852,0.660920,0.292085
hybrid,pr,0.851852,0.664740,0.297412
hybrid,pr,0.851852,0.668605,0.300337
hybrid,pr,0.851852,0.672515,0.301685
hybrid,pr,0.844444,0.670588,0.302050
hybrid,pr,0.844444,0.674556,0.302135
hybrid,pr,0.837037,0.672619,0.302627
hybrid,pr,0.837037,0.676647,0.304550
hybrid,pr,0.829630,0.674699,0.304830
hybrid,pr,0.822222,0.672727,0.307991
hybrid,pr,0.822222,0.676829,0.309305
hybrid,pr,0.822222,0.680982,0.310379
hybrid,pr,0.822222,0.685185,0.310496
hybrid,pr,0.822222,0.689441,0.310899
hybrid,pr,0.814815,0.687500,0.314928
hybrid,pr,0.814815,0.691824,0.314977
hybrid,pr,0.814815,0.696203,0.315771
hybrid,pr,0.814815,0.700637,0.318988
hybrid,pr,0.807407,0.698718,0.320307
hybrid,pr,0.800000,0.696774,0.320374
hybrid,pr,0.800000,0.701299,0.322165
hybrid,pr,0.800000,0.705882,0.324870
hybrid,pr,0.792593,0.703947,0.324915
hybrid,pr,0.792593,0.708609,0.325763
hybrid,pr,0.792593,0.713333,0.329944
hybrid,pr,0.785185,0.711409,0.330498
hybrid,pr,0.777778,0.709459,0.330588
hybrid,pr,0.777778,0.714286,0.331929
hybrid,pr,0.777778,0.719178,0.332343
hybrid,pr,0.777778,0.724138,0.332589
hybrid,pr,0.777778,0.729167,0.332762
hybrid,pr,0.777778,0.734266,0.333250
hybrid,pr,0.777778,0.739437,0.333784
hybrid,pr,0.777778,0.744681,0.334144
hybrid,pr,0.777778,0.750000,0.334285
hybrid,pr,0.777778,0.755396,0.335499
hybrid,pr,0.777778,0.760870,0.336882
hybrid,pr,0.777778,0.766423,0.338623
hybrid,pr,0.770370,0.764706,0.339212
hybrid,pr,0.770370,0.770370,0.339976
hybrid,pr,0.770370,0.776119,0.341709
hybrid,pr,0.770370,0.781955,0.341875
hybrid,pr,0.770370,0.787879,0.342078
hybrid,pr,0.762963,0.786260,0.343513
hybrid,pr,0.762963,0.792308,0.343968
hybrid,pr,0.762963,0.798450,0.344093
hybrid,pr,0.762963,0.804688,0.345538
hybrid,pr,0.762963,0.811024,0.346833
hybrid,pr,0.762963,0.817460,0.350616
hybrid,pr,0.755556,0.816000,0.351933
hybrid,pr,0.748148,0.814516,0.352290
hybrid,pr,0.748148,0.821138,0.354481
hybrid,pr,0.748148,0.827869,0.355429
hybrid,pr,0.748148,0.834711,0.356509
hybrid,pr,0.740741,0.833333,0.358869
hybrid,pr,0.740741,0.840336,0.360043
hybrid,pr,0.740741,0.847458,0.360583
hybrid,pr,0.740741,0.854701,0.362164
hybrid,pr,0.740741,0.862069,0.366501
hybrid,pr,0.733333,0.860870,0.367124
hybrid,pr,0.733333,0.868421,0.367848
hybrid,pr,0.733333,0.876106,0.370985
hybrid,pr,0.733333,0.883929,0.371276
hybrid,pr,0.733333,0.891892,0.371492
hybrid,pr,0.725926,0.890909,0.374182
hybrid,pr,0.718519,0.889908,0.375352
hybrid,pr,0.711111,0.888889,0.376857
hybrid,pr,0.711111,0.897196,0.377320
hybrid,pr,0.703704,0.896226,0.378905
hybrid,pr,0.703704,0.904762,0.380024
hybrid,pr,0.696296,0.903846,0.381239
hybrid,pr,0.688889,0.902913,0.382164
hybrid,pr,0.681481,0.901961,0.388809
hybrid,pr,0.674074,0.900990,0.389153
hybrid,pr,0.674074,0.910000,0.389434
hybrid,pr,0.666667,0.909091,0.390451
hybrid,pr,0.659259,0.908163,0.390848
hybrid,pr,0.651852,0.907216,0.392896
hybrid,pr,0.651852,0.916667,0.394383
hybrid,pr,0.651852,0.926316,0.395194
hybrid,pr,0.651852,0.936170,0.395723
hybrid,pr,0.651852,0.946237,0.398752
hybrid,pr,0.644444,0.945652,0.399900
hybrid,pr,0.637037,0.945055,0.400371
hybrid,pr,0.629630,0.944444,0.401318
hybrid,pr,0.622222,0.943820,0.403346
hybrid,pr,0.614815,0.943182,0.407049
hybrid,pr,0.607407,0.942529,0.409713
hybrid,pr,0.600000,0.941860,0.410431
hybrid,pr,0.592593,0.941176,0.412596
hybrid,pr,0.592593,0.952381,0.414087
hybrid,pr,0.585185,0.951807,0.414631
hybrid,pr,0.577778,0.951220,0.416047
hybrid,pr,0.570370,0.950617,0.418129
hybrid,pr,0.562963,0.950000,0.422506
hybrid,pr,0.555556,0.949367,0.422887
hybrid,pr,0.548148,0.948718,0.424913
hybrid,pr,0.540741,0.948052,0.424941
hybrid,pr,0.533333,0.947368,0.427600
hybrid,pr,0.533333,0.960000,0.427650
hybrid,pr,0.525926,0.959459,0.428245
hybrid,pr,0.518519,0.958904,0.428580
hybrid,pr,0.511111,0.958333,0.429870
hybrid,pr,0.503704,0.957746,0.434020
hybrid,pr,0.496296,0.957143,0.434915
hybrid,pr,0.488889,0.956522,0.442424
hybrid,pr,0.481481,0.955882,0.442642
hybrid,pr,0.474074,0.955224,0.443413
hybrid,pr,0.466667,0.954545,0.443624
hybrid,pr,0.459259,0.953846,0.444949
hybrid,pr,0.451852,0.953125,0.445555
hybrid,pr,0.444444,0.952381,0.452212
hybrid,pr,0.437037,0.951613,0.456292
hybrid,pr,0.429630,0.950820,0.457403
hybrid,pr,0.429630,0.966667,0.474467
hybrid,pr,0.422222,0.966102,0.478266
hybrid,pr,0.414815,0.965517,0.479370
hybrid,pr,0.407407,0.964912,0.481061
hybrid,pr,0.400000,0.964286,0.485481
hybrid,pr,0.392593,0.963636,0.487164
hybrid,pr,0.385185,0.962963,0.488712
hybrid,pr,0.377778,0.962264,0.489223
hybrid,pr,0.370370,0.961538,0.492094
hybrid,pr,0.362963,0.960784,0.502134
hybrid,pr,0.355556,0.960000,0.503795
hybrid,pr,0.348148,0.959184,0.503871
hybrid,pr,0.348148,0.979167,0.507666
hybrid,pr,0.340741,0.978723,0.509858
hybrid,pr,0.333333,0.978261,0.510783
hybrid,pr,0.325926,0.977778,0.519122
hybrid,pr,0.318519,0.977273,0.519812
hybrid,pr,0.311111,0.976744,0.525201
hybrid,pr,0.303704,0.976190,0.526309
hybrid,pr,0.296296,0.975610,0.526484
hybrid,pr,0.288889,0.975000,0.529087
hybrid,pr,0.281481,0.974359,0.531653
hybrid,pr,0.274074,0.973684,0.531680
hybrid,pr,0.266667,0.972973,0.534832
hybrid,pr,0.259259,0.972222,0.542981
hybrid,pr,0.251852,0.971429,0.550104
hybrid,pr,0.244444,0.970588,0.550413
hybrid,pr,0.237037,0.969697,0.554984
hybrid,pr,0.229630,0.968750,0.555138
hybrid,pr,0.222222,0.967742,0.564553
hybrid,pr,0.214815,0.966667,0.567220
hybrid,pr,0.207407,0.965517,0.567951
hybrid,pr,0.200000,0.964286,0.570150
hybrid,pr,0.192593,0.962963,0.577594
hybrid,pr,0.185185,0.961538,0.578170
hybrid,pr,0.185185,1.000000,0.580523
hybrid,pr,0.177778,1.000000,0.583792
hybrid,pr,0.170370,1.000000,0.589938
hybrid,pr,0.162963,1.000000,0.598397
hybrid,pr,0.155556,1.000000,0.598961
hybrid,pr,0.148148,1.000000,0.602481
hybrid,pr,0.140741,1.000000,0.613350
hybrid,pr,0.133333,1.000000,0.615422
hybrid,pr,0.125926,1.000000,0.618808
hybrid,pr,0.118519,1.000000,0.622525
hybrid,pr,0.111111,1.000000,0.622547
hybrid,pr,0.103704,1.000000,0.629088
hybrid,pr,0.096296,1.000000,0.631217
hybrid,pr,0.088889,1.000000,0.633286
hybrid,pr,0.081481,1.000000,0.634026
hybrid,pr,0.074074,1.000000,0.634131
hybrid,pr,0.066667,1.000000,0.637956
hybrid,pr,0.059259,1.000000,0.639346
hybrid,pr,0.051852,1.000000,0.640053
hybrid,pr,0.044444,1.000000,0.655939
hybrid,pr,0.037037,1.000000,0.658662
hybrid,pr,0.029630,1.000000,0.683302
hybrid,pr,0.022222,1.000000,0.720820
hybrid,pr,0.014815,1.000000,0.811957
hybrid,pr,0.007407,1.000000,0.825000
hybrid,pr,0.000000,1.000000,1.000000
logistic_regression,roc,0.000000,0.000000,1.000000
logistic_regression,roc,0.000000,0.007407,0.999953
logistic_regression,roc,0.000000,0.896296,0.853778
logistic_regression,roc,0.001307,0.896296,0.850289
logistic_regression,roc,0.001307,0.940741,0.769039
logistic_regression,roc,0.006536,0.940741,0.732277
logistic_regression,roc,0.006536,0.962963,0.688992
logistic_regression,roc,0.010458,0.962963,0.673829
logistic_regression,roc,0.010458,0.977778,0.640746
logistic_regression,roc,0.044444,0.977778,0.415845
logistic_regression,roc,0.044444,0.992593,0.410537
logistic_regression,roc,0.071895,0.992593,0.309939
logistic_regression,roc,0.071895,1.000000,0.306352
logistic_regression,roc,1.000000,1.000000,0.000179
logistic_regression,pr,1.000000,0.150000,0.000179
logistic_regression,pr,1.000000,0.150167,0.000293
logistic_regression,pr,1.000000,0.150334,0.000320
logistic_regression,pr,1.000000,0.150502,0.000325
logistic_regression,pr,1.000000,0.150670,0.000332
logistic_regression,pr,1.000000,0.150838,0.000356
logistic_regression,pr,1.000000,0.151007,0.000368
logistic_regression,pr,1.000000,0.151176,0.000395
logistic_regression,pr,1.000000,0.151345,0.000423
logistic_regression,pr,1.000000,0.151515,0.000427
logistic_regression,pr,1.000000,0.151685,0.000429
logistic_regression,pr,1.000000,0.151856,0.000432
logistic_regression,pr,1.000000,0.152027,0.000451
logistic_regression,pr,1.000000,0.152198,0.000468
logistic_regression,pr,1.000000,0.152370,0.000513
logistic_regression,pr,1.000000,0.152542,0.000529
logistic_regression,pr,1.000000,0.152715,0.000596
logistic_regression,pr,1.000000,0.152888,0.000652
logistic_regression,pr,1.000000,0.153061,0.000683
logistic_regression,pr,1.000000,0.153235,0.000690
logistic_regression,pr,1.000000,0.153409,0.000725
logistic_regression,pr,1.000000,0.153584,0.000823
logistic_regression,pr,1.000000,0.153759,0.000829
logistic_regression,pr,1.000000,0.153934,0.000854
logistic_regression,pr,1.000000,0.154110,0.000860
logistic_regression,pr,1.000000,0.154286,0.000862
logistic_regression,pr,1.000000,0.154462,0.000920
logistic_regression,pr,1.000000,0.154639,0.000921
logistic_regression,pr,1.000000,0.154817,0.000933
logistic_regression,pr,1.000000,0.154994,0.000953
logistic_regression,pr,1.000000,0.155172,0.000957
logistic_regression,pr,1.000000,0.155351,0.001042
logistic_regression,pr,1.000000,0.155530,0.001055
logistic_regression,pr,1.000000,0.155709,0.001105
logistic_regression,pr,1.000000,0.155889,0.001111
logistic_regression,pr,1.000000,0.156069,0.001112
logistic_regression,pr,1.000000,0.156250,0.001113
logistic_regression,pr,1.000000,0.156431,0.001126
logistic_regression,pr,1.000000,0.156613,0.001169
logistic_regression,pr,1.000000,0.156794,0.001173
logistic_regression,pr,1.000000,0.156977,0.001180
logistic_regression,pr,1.000000,0.157159,0.001185
logistic_regression,pr,1.000000,0.157343,0.001187
logistic_regression,pr,1.000000,0.157526,0.001205
logistic_regression,pr,1.000000,0.157710,0.001205
logistic_regression,pr,1.000000,0.157895,0.001207
logistic_regression,pr,1.000000,0.158080,0.001219
logistic_regression,pr,1.000000,0.158265,0.001226
logistic_regression,pr,1.000000,0.158451,0.001233
logistic_regression,pr,1.000000,0.158637,0.001276
logistic_regression,pr,1.000000,0.158824,0.001300
logistic_regression,pr,1.000000,0.159011,0.001316
logistic_regression,pr,1.000000,0.159198,0.001378
logistic_regression,pr,1.000000,0.159386,0.001384
logistic_regression,pr,1.000000,0.159574,0.001405
logistic_regression,pr,1.000000,0.159763,0.001410
logistic_regression,pr,1.000000,0.159953,0.001418
logistic_regression,pr,1.000000,0.160142,0.001435
logistic_regression,pr,1.000000,0.160333,0.001460
logistic_regression,pr,1.000000,0.160523,0.001465
logistic_regression,pr,1.000000,0.160714,0.001493
logistic_regression,pr,1.000000,0.160906,0.001504
logistic_regression,pr,1.000000,0.161098,0.001509
logistic_regression,pr,1.000000,0.161290,0.001516
logistic_regression,pr,1.000000,0.161483,0.001522
logistic_regression,pr,1.000000,0.161677,0.001564
logistic_regression,pr,1.000000,0.161871,0.001564
logistic_regression,pr,1.000000,0.162065,0.001570
logistic_regression,pr,1.000000,0.162260,0.001631
logistic_regression,pr,1.000000,0.162455,0.001643
logistic_regression,pr,1.000000,0.162651,0.001659
logistic_regression,pr,1.000000,0.162847,0.001663
logistic_regression,pr,1.000000,0.163043,0.001709
logistic_regression,pr,1.000000,0.163241,0.001757
logistic_regression,pr,1.000000,0.163438,0.001815
logistic_regression,pr,1.000000,0.163636,0.001828
logistic_regression,pr,1.000000,0.163835,0.001870
logistic_regression,pr,1.000000,0.164034,0.001885
logistic_regression,pr,1.000000,0.164234,0.001894
logistic_regression,pr,1.000000,0.164434,0.001921
logistic_regression,pr,1.000000,0.164634,0.001939
logistic_regression,pr,1.000000,0.164835,0.001944
logistic_regression,pr,1.000000,0.165037,0.001986
logistic_regression,pr,1.000000,0.165239,0.001990
logistic_regression,pr,1.000000,0.165441,0.001994
logistic_regression,pr,1.000000,0.165644,0.002001
logistic_regression,pr,1.000000,0.165848,0.002013
logistic_regression,pr,1.000000,0.166052,0.002022
logistic_regression,pr,1.000000,0.166256,0.002129
logistic_regression,pr,1.000000,0.166461,0.002142
logistic_regression,pr,1.000000,0.166667,0.002151
logistic_regression,pr,1.000000,0.166873,0.002162
logistic_regression,pr,1.000000,0.167079,0.002179
logistic_regression,pr,1.000000,0.167286,0.002185
logistic_regression,pr,1.000000,0.167494,0.002187
logistic_regression,pr,1.000000,0.167702,0.002197
logistic_regression,pr,1.000000,0.167910,0.002198
logistic_regression,pr,1.000000,0.168120,0.002254
logistic_regression,pr,1.000000,0.168329,0.002358
logistic_regression,pr,1.000000,0.168539,0.002372
logistic_regression,pr,1.000000,0.168750,0.002405
logistic_regression,pr,1.000000,0.168961,0.002407
logistic_regression,pr,1.000000,0.169173,0.002462
logistic_regression,pr,1.000000,0.169385,0.002470
logistic_regression,pr,1.000000,0.169598,0.002497
logistic_regression,pr,1.000000,0.169811,0.002498
logistic_regression,pr,1.000000,0.170025,0.002500
logistic_regression,pr,1.000000,0.170240,0.002503
logistic_regression,pr,1.000000,0.170455,0.002522
logistic_regression,pr,1.000000,0.170670,0.002547
logistic_regression,pr,1.000000,0.170886,0.002568
logistic_regression,pr,1.000000,0.171103,0.002584
logistic_regression,pr,1.000000,0.171320,0.002593
logistic_regression,pr,1.000000,0.171537,0.002596
logistic_regression,pr,1.000000,0.171756,0.002598
logistic_regression,pr,1.000000,0.171975,0.002703
logistic_regression,pr,1.000000,0.172194,0.002706
logistic_regression,pr,1.000000,0.172414,0.002776
logistic_regression,pr,1.000000,0.172634,0.002813
logistic_regression,pr,1.000000,0.172855,0.002862
logistic_regression,pr,1.000000,0.173077,0.002865
logistic_regression,pr,1.000000,0.173299,0.002897
logistic_regression,pr,1.000000,0.173522,0.002904
logistic_regression,pr,1.000000,0.173745,0.002927
logistic_regression,pr,1.000000,0.173969,0.002949
logistic_regression,pr,1.000000,0.174194,0.002952
logistic_regression,pr,1.000000,0.174419,0.002984
logistic_regression,pr,1.000000,0.174644,0.003053
logistic_regression,pr,1.000000,0.174870,0.003076
logistic_regression,pr,1.000000,0.175097,0.003159
logistic_regression,pr,1.000000,0.175325,0.003166
logistic_regression,pr,1.000000,0.175553,0.003181
logistic_regression,pr,1.000000,0.175781,0.003229
logistic_regression,pr,1.000000,0.176010,0.003233
logistic_regression,pr,1.000000,0.176240,0.003260
logistic_regression,pr,1.000000,0.176471,0.003264
logistic_regression,pr,1.000000,0.176702,0.003265
logistic_regression,pr,1.000000,0.176933,0.003303
logistic_regression,pr,1.000000,0.177165,0.003305
logistic_regression,pr,1.000000,0.177398,0.003317
logistic_regression,pr,1.000000,0.177632,0.003321
logistic_regression,pr,1.000000,0.177866,0.003354
logistic_regression,pr,1.000000,0.178100,0.003399
logistic_regression,pr,1.000000,0.178336,0.003435
logistic_regression,pr,1.000000,0.178571,0.003487
logistic_regression,pr,1.000000,0.178808,0.003493
logistic_regression,pr,1.000000,0.179045,0.003534
logistic_regression,pr,1.000000,0.179283,0.003549
logistic_regression,pr,1.000000,0.179521,0.003584
logistic_regression,pr,1.000000,0.179760,0.003631
logistic_regression,pr,1.000000,0.180000,0.003646
logistic_regression,pr,1.000000,0.180240,0.003658
logistic_regression,pr,1.000000,0.180481,0.003659
logistic_regression,pr,1.000000,0.180723,0.003660
logistic_regression,pr,1.000000,0.180965,0.003664
logistic_regression,pr,1.000000,0.181208,0.003727
logistic_regression,pr,1.000000,0.181452,0.003814
logistic_regression,pr,1.000000,0.181696,0.003820
logistic_regression,pr,1.000000,0.181941,0.003907
logistic_regression,pr,1.000000,0.182186,0.003919
logistic_regression,pr,1.000000,0.182432,0.003973
logistic_regression,pr,1.000000,0.182679,0.003997
logistic_regression,pr,1.000000,0.182927,0.004001
logistic_regression,pr,1.000000,0.183175,0.004059
logistic_regression,pr,1.000000,0.183424,0.004098
logistic_regression,pr,1.000000,0.183673,0.004130
logistic_regression,pr,1.000000,0.183924,0.004163
logistic_regression,pr,1.000000,0.184175,0.004184
logistic_regression,pr,1.000000,0.184426,0.004246
logistic_regression,pr,1.000000,0.184679,0.004313
logistic_regression,pr,1.000000,0.184932,0.004372
logistic_regression,pr,1.000000,0.185185,0.004399
logistic_regression,pr,1.000000,0.185440,0.004424
logistic_regression,pr,1.000000,0.185695,0.004482
logistic_regression,pr,1.000000,0.185950,0.004483
logistic_regression,pr,1.000000,0.186207,0.004512
logistic_regression,pr,1.000000,0.186464,0.004553
logistic_regression,pr,1.000000,0.186722,0.004598
logistic_regression,pr,1.000000,0.186981,0.004601
logistic_regression,pr,1.000000,0.187240,0.004632
logistic_regression,pr,1.000000,0.187500,0.004756
logistic_regression,pr,1.000000,0.187761,0.004773
logistic_regression,pr,1.000000,0.188022,0.004778
logistic_regression,pr,1.000000,0.188285,0.004814
logistic_regression,pr,1.000000,0.188547,0.004820
logistic_regression,pr,1.000000,0.188811,0.004823
logistic_regression,pr,1.000000,0.189076,0.004869
logistic_regression,pr,1.000000,0.189341,0.004879
logistic_regression,pr,1.000000,0.189607,0.004899
logistic_regression,pr,1.000000,0.189873,0.004930
logistic_regression,pr,1.000000,0.190141,0.004958
logistic_regression,pr,1.000000,0.190409,0.004970
logistic_regression,pr,1.000000,0.190678,0.004994
logistic_regression,pr,1.000000,0.190948,0.005030
logistic_regression,pr,1.000000,0.191218,0.005062
logistic_regression,pr,1.000000,0.191489,0.005088
logistic_regression,pr,1.000000,0.191761,0.005121
logistic_regression,pr,1.000000,0.192034,0.005125
logistic_regression,pr,1.000000,0.192308,0.005155
logistic_regression,pr,1.000000,0.192582,0.005185
logistic_regression,pr,1.000000,0.192857,0.005193
logistic_regression,pr,1.000000,0.193133,0.005197
logistic_regression,pr,1.000000,0.193410,0.005246
logistic_regression,pr,1.000000,0.193687,0.005265
logistic_regression,pr,1.000000,0.193966,0.005293
logistic_regression,pr,1.000000,0.194245,0.005360
logistic_regression,pr,1.000000,0.194524,0.005447
logistic_regression,pr,1.000000,0.194805,0.005455
logistic_regression,pr,1.000000,0.195087,0.005508
logistic_regression,pr,1.000000,0.195369,0.005533
logistic_regression,pr,1.000000,0.195652,0.005559
logistic_regression,pr,1.000000,0.195936,0.005597
logistic_regression,pr,1.000000,0.196221,0.005625
logistic_regression,pr,1.000000,0.196507,0.005683
logistic_regression,pr,1.000000,0.196793,0.005962
logistic_regression,pr,1.000000,0.197080,0.006005
logistic_regression,pr,1.000000,0.197368,0.006029
logistic_regression,pr,1.000000,0.197657,0.006038
logistic_regression,pr,1.000000,0.197947,0.006101
logistic_regression,pr,1.000000,0.198238,0.006118
logistic_regression,pr,1.000000,0.198529,0.006146
logistic_regression,pr,1.000000,0.198822,0.006161
logistic_regression,pr,1.000000,0.199115,0.006278
logistic_regression,pr,1.000000,0.199409,0.006470
logistic_regression,pr,1.000000,0.199704,0.006482
logistic_regression,pr,1.000000,0.200000,0.006504
logistic_regression,pr,1.000000,0.200297,0.006558
logistic_regression,pr,1.000000,0.200594,0.006571
logistic_regression,pr,1.000000,0.200893,0.006610
logistic_regression,pr,1.000000,0.201192,0.006622
logistic_regression,pr,1.000000,0.201493,0.006647
logistic_regression,pr,1.000000,0.201794,0.006657
logistic_regression,pr,1.000000,0.202096,0.006746
logistic_regression,pr,1.000000,0.202399,0.006778
logistic_regression,pr,1.000000,0.202703,0.006784
logistic_regression,pr,1.000000,0.203008,0.006820
logistic_regression,pr,1.000000,0.203313,0.006860
logistic_regression,pr,1.000000,0.203620,0.006865
logistic_regression,pr,1.000000,0.203927,0.006914
logistic_regression,pr,1.000000,0.204236,0.006921
logistic_regression,pr,1.000000,0.204545,0.006951
logistic_regression,pr,1.000000,0.204856,0.007002
logistic_regression,pr,1.000000,0.205167,0.007060
logistic_regression,pr,1.000000,0.205479,0.007124
logistic_regression,pr,1.000000,0.205793,0.007131
logistic_regression,pr,1.000000,0.206107,0.007361
logistic_regression,pr,1.000000,0.206422,0.007378
logistic_regression,pr,1.000000,0.206738,0.007385
logistic_regression,pr,1.000000,0.207055,0.007467
logistic_regression,pr,1.000000,0.207373,0.007492
logistic_regression,pr,1.000000,0.207692,0.007557
logistic_regression,pr,1.000000,0.208012,0.007642
logistic_regression,pr,1.000000,0.208333,0.007642
logistic_regression,pr,1.000000,0.208655,0.007644
logistic_regression,pr,1.000000,0.208978,0.007680
logistic_regression,pr,1.000000,0.209302,0.007705
logistic_regression,pr,1.000000,0.209627,0.007723
logistic_regression,pr,1.000000,0.209953,0.007754
logistic_regression,pr,1.000000,0.210280,0.007758
logistic_regression,pr,1.000000,0.210608,0.007828
logistic_regression,pr,1.000000,0.210938,0.007831
logistic_regression,pr,1.000000,0.211268,0.007904
